Fecha;PM2.5(µg/m³);Xileno(µg/m³);SO2(µg/m³);CO(mg/m³);NO(µg/m³);NO2(µg/m³);PM10(µg/m³);NOx(µg/m³);Ozono(µg/m³);Tolueno(µg/m³);Benceno(µg/m³);Ruido(dBA)
2017-04-24;5;0.9;5;;10;29;8;45;68;3.0;1.0;58
2017-04-25;14;1.8;4;;23;53;20;87;40;6.8;2.2;61
2017-04-27;4;0.4;3;0.1;16;36;5;59;38;2.5;0.9;63
2017-04-30;3;0.4;3;;6;10;6;18;68;1.2;0.5;61
2017-05-03;5;0.7;3;;26;36;8;75;56;4.4;1.5;60
2017-05-05;9;0.5;11;;18;34;12;61;53;6.8;1.5;60
2017-05-06;5;0.2;6;;9;20;26;33;67;1.3;0.6;60
2017-05-10;6;1.4;4;;20;32;12;62;57;4.3;1.2;59
2017-05-15;7;0.8;3;;28;49;12;91;36;6.3;1.6;58
2017-05-16;9;1.9;3;;36;65;18;119;21;11.4;2.1;59
2017-05-17;5;2.0;3;;37;65;11;122;30;8.1;1.8;58
2017-05-18;6;3.6;10;;32;56;13;105;35;7.0;1.9;60
2017-05-25;6;1.3;3;0.2;28;53;15;95;;6.9;1.9;59
2017-05-27;23;0.3;3;0.2;9;23;25;37;;3.4;0.8;59
2017-05-28;19;0.4;8;0.2;9;20;20;34;;2.0;0.6;58
2017-05-30;14;1.7;;0.2;22;46;18;80;;7.5;1.6;59
2017-06-06;5;0.9;;;25;40;11;79;51;8.0;1.2;59
2017-06-07;4;0.7;;;19;31;8;60;53;8.3;1.0;59
2017-06-08;5;0.7;;;23;35;9;71;54;5.3;1.1;60
2017-06-09;6;0.4;;;26;38;8;78;52;6.0;1.4;60
2017-06-12;4;1.8;;;36;53;9;108;40;7.0;1.5;58
2017-06-18;6;0.3;;;9;20;8;33;84;1.6;0.5;57
2017-06-23;6;0.8;;;21;42;10;74;66;4.2;1.0;58
2017-06-27;7;1.8;5;;23;46;15;82;48;5.2;1.2;59
2017-07-02;2;0.3;;0.1;9;19;3;33;57;1.6;0.5;57
2017-07-04;2;1.4;;;25;35;5;73;45;5.3;1.1;58
2017-07-07;14;0.5;5;0.3;13;30;15;50;56;4.7;1.1;61
2017-07-12;11;1.1;6;;22;41;13;74;49;5.0;1.1;60
2017-07-13;20;0.7;5;;23;38;21;73;43;3.9;1.1;60
2017-07-17;5;0.7;;0.2;18;31;8;59;62;4.0;0.9;58
2017-07-18;6;0.5;;;16;32;8;57;67;6.0;0.9;58
2017-07-21;14;0.3;;;15;24;16;46;50;7.1;0.8;61
2017-07-23;11;0.2;;;7;13;12;24;53;1.7;0.5;58
2017-07-25;3;0.8;;;22;29;8;63;43;3.4;0.9;57
2017-07-27;10;2.0;;0.3;20;34;15;65;45;4.8;1.1;60
2017-07-29;16;0.2;;;8;13;17;24;35;1.2;0.7;59
2017-08-01;37;2.2;;;12;27;38;45;26;3.2;1.0;59
2017-08-04;18;6.5;;0.2;18;39;22;66;22;5.2;1.5;58
2017-08-08;;;;0.1;14;24;;45;32;;;58
2017-08-16;15;;3;0.1;11;20;24;37;49;;;58
2017-08-19;9;0.3;3;0.1;6;12;14;20;52;1.1;0.3;57
2017-08-20;10;0.3;3;0.1;6;13;14;23;47;1.2;0.4;56
2017-08-22;9;0.8;3;0.2;14;25;22;46;49;3.8;1.1;58
2017-08-24;10;0.8;3;0.2;13;23;18;43;55;2.5;0.8;58
2017-08-25;13;1.1;3;0.1;12;25;22;43;57;2.7;0.7;57
2017-08-26;23;0.7;;0.1;8;16;28;28;54;2.0;0.6;58
2017-08-27;27;0.7;;0.2;7;15;31;25;49;2.1;0.7;57
2017-08-29;13;1.7;3;0.1;12;27;17;45;24;4.7;0.9;63
2017-08-30;8;1.1;3;0.1;13;25;11;45;36;5.9;0.7;60
2017-09-04;15;1.4;3;0.1;13;26;21;46;50;6.6;1.3;59
2017-09-05;9;2.0;3;0.1;16;29;14;54;51;4.9;1.5;59
2017-09-18;8;1.3;4;0.2;18;27;28;54;45;5.7;1.2;59
2017-09-23;8;0.9;3;0.1;10;27;11;42;44;4.8;1.1;60
2017-09-24;11;1.0;3;0.1;5;15;15;22;59;2.8;0.7;59
2017-09-28;11;0.8;3;0.2;16;32;17;56;48;6.0;1.4;61
2017-09-29;13;2.6;4;0.2;24;40;24;77;37;6.9;1.6;60
2017-09-30;12;1.5;3;0.1;9;22;16;35;56;3.8;1.0;57
2017-10-06;11;3.0;5;0.2;37;44;19;100;23;12.2;2.1;59
2017-10-08;9;0.7;3;0.1;9;18;11;31;41;4.3;0.9;59
2017-10-10;12;1.0;4;0.1;19;27;16;56;45;8.7;1.3;59
2017-10-14;23;0.8;3;0.2;13;38;25;58;45;5.2;1.5;59
2017-10-15;14;0.4;3;0.1;10;29;15;45;42;4.7;1.1;58
2017-10-18;15;;4;0.1;34;41;24;93;32;;;59
2017-10-21;10;;3;0.1;21;36;13;68;30;;;59
2017-10-23;8;1.1;3;0.2;23;43;14;78;27;9.5;1.5;58
2017-10-27;17;4.3;6;0.3;50;67;33;144;25;13.5;2.8;60
2017-10-29;11;0.7;3;0.1;12;31;16;50;36;4.6;1.1;58
2017-10-30;9;1.2;4;0.2;31;47;17;94;23;6.9;1.7;58
2017-11-01;9;0.9;3;0.1;10;27;11;42;38;4.2;1.2;60
2017-11-07;14;2.6;5;0.2;37;48;62;105;31;11.1;2.4;56
2017-11-11;11;1.5;3;0.2;26;45;41;85;28;12.2;2.0;58
2017-11-12;8;1.0;3;0.1;12;28;35;46;31;5.8;1.4;56
2017-11-17;84;5.0;6;0.5;81;84;150;208;22;14.2;3.3;59
2017-11-19;41;1.0;3;0.2;12;36;58;54;41;3.9;1.9;58
2017-11-20;50;3.3;5;0.3;45;60;97;130;20;11.0;2.7;59
2017-11-25;24;2.4;3;0.2;24;41;92;78;24;8.5;2.1;57
2017-11-27;22;1.9;4;0.2;40;50;75;112;19;8.0;2.4;58
2017-12-03;6;0.6;3;0.1;13;27;12;47;39;2.1;1.3;56
2017-12-10;14;0.3;3;0.1;5;5;65;13;47;2.1;0.7;61
2017-12-15;7;0.3;3;0.1;23;31;37;65;35;3.3;1.5;61
2017-12-19;16;0.8;3;0.2;25;38;37;75;26;7.3;2.0;60
2017-12-20;32;2.8;4;0.2;48;50;55;122;12;7.7;2.7;59
2017-12-21;38;2.2;4;0.2;47;52;66;123;15;8.5;2.7;59
2017-12-24;27;1.1;3;0.2;22;33;37;67;16;4.6;2.2;61
2017-12-31;10;0.5;3;0.1;5;8;31;16;43;1.6;0.4;58
2018-01-05;11;0.3;3;0.1;13;20;;39;38;3.1;1.1;59
2018-01-08;20;1.2;5;0.2;43;47;;113;16;6.8;2.6;60
2018-01-10;8;0.5;3;0.1;19;21;;50;42;3.5;1.4;62
2018-01-13;16;1.2;3;0.2;24;35;;72;24;4.6;2.1;58
2018-01-18;23;3.7;3;0.2;41;55;;118;17;9.0;2.5;59
2018-01-19;29;3.1;6;0.3;81;36;;160;13;12.2;3.1;60
2018-01-25;55;1.6;4;0.2;35;31;49;85;20;7.4;2.3;60
2018-01-27;6;0.2;3;0.1;11;22;14;39;41;2.5;1.4;58
2018-01-28;17;0.2;3;0.1;3;8;23;11;55;0.6;0.8;65
2018-01-29;29;1.8;7;0.2;62;35;35;130;21;9.6;2.6;61
2018-01-30;36;2.7;5;0.2;63;40;;137;14;9.1;2.8;61
2018-01-31;35;2.1;4;;45;39;38;108;18;6.9;2.4;
2018-02-02;8;0.8;3;0.1;18;29;18;57;41;2.7;1.4;60
2018-02-09;16;1.0;4;0.2;36;52;25;107;34;4.3;2.2;59
2018-02-12;9;0.8;4;0.2;28;45;14;88;29;6.4;1.7;59
2018-02-15;16;1.2;4;0.2;29;49;28;93;27;14.3;2.1;60
2018-02-19;22;2.0;5;0.2;43;57;28;122;21;9.5;2.4;61
2018-02-20;5;;;;;;19;;;;;61
2018-02-22;21;1.1;4;0.2;35;57;26;109;30;6.0;2.3;58
2018-02-25;36;0.8;3;0.2;12;44;30;63;46;3.6;2.5;59
2018-02-26;32;1.4;7;0.3;60;66;39;158;36;7.6;2.9;58
2018-02-27;14;0.4;3;0.1;12;35;;54;44;1.8;2.0;64
2018-03-04;10;0.3;3;0.1;10;30;18;45;51;2.5;0.2;59
2018-03-05;4;;3;0.1;15;31;13;54;60;;;62
2018-03-08;18;;5;0.2;26;59;26;98;31;;;60
2018-03-09;20;;4;0.2;34;54;39;106;35;;;62
2018-03-13;15;;4;0.2;18;40;31;67;44;;;60
2018-03-14;29;5.2;9;0.2;47;67;66;140;20;4.8;4.9;62
2018-03-18;11;;5;0.1;9;25;46;40;56;;;62
2018-03-22;15;;5;0.2;31;58;40;105;49;;;58
2018-04-01;8;;4;0.1;9;27;17;40;65;;;56
2018-04-05;10;6.8;5;0.1;23;42;38;77;51;9.3;3.8;58
2018-04-06;16;5.1;4;0.1;16;34;27;58;59;9.6;3.9;60
2018-04-12;8;;4;0.1;11;22;22;39;69;;;60
2018-04-14;19;;3;0.1;9;28;24;41;63;;;60
2018-04-15;16;5.6;3;0.1;6;16;24;25;61;1.7;3.0;59
2018-04-18;22;;7;0.1;37;56;29;113;53;;;58
2018-04-20;38;3.5;3;0.1;9;26;34;40;86;6.4;3.1;61
2018-04-21;40;7.8;4;0.1;17;52;40;79;50;12.9;3.9;60
2018-04-22;31;3.0;5;0.1;11;36;29;53;59;5.0;3.2;57
2018-04-23;20;;;;;;47;;;;;56
2018-04-24;27;6.8;6;0.1;22;53;44;86;63;11.2;3.7;59
2018-04-27;43;5.9;4;0.2;23;46;54;81;45;13.6;3.7;61
2018-05-01;4;1.0;4;0.1;7;18;11;29;80;2.5;1.9;56
2018-05-02;13;4.4;5;0.2;22;54;29;87;47;11.8;3.1;57
2018-05-05;18;4.1;4;0.1;17;44;29;69;46;7.6;3.4;58
2018-05-11;27;4.2;3;0.1;19;39;35;68;52;9.1;3.4;61
2018-05-14;14;3.4;4;0.2;17;39;34;66;54;8.0;2.7;58
2018-05-21;31;3.9;4;0.1;19;51;33;80;71;6.2;3.4;59
2018-05-22;26;5.0;5;0.2;19;58;31;87;61;9.8;3.5;58
2018-05-24;21;3.2;4;0.1;12;31;25;49;79;5.5;3.2;59
2018-05-26;36;1.5;3;0.1;9;21;44;34;74;3.3;3.5;60
2018-06-02;21;2.0;3;0.1;11;32;19;49;62;3.7;;60
2018-06-04;13;1.8;3;0.1;16;26;24;51;55;4.1;2.2;60
2018-06-05;7;1.8;3;0.1;11;25;23;42;63;3.5;1.8;59
2018-06-12;9;;4;0.1;16;39;24;64;59;;;58
2018-06-17;8;;3;0.1;9;28;22;42;60;;;57
2018-06-18;6;;5;0.1;20;42;23;72;46;;;58
2018-06-20;9;2.1;4;0.1;26;53;26;92;37;7.6;;59
2018-06-21;9;1.7;4;0.1;20;52;28;82;49;4.7;;59
2018-06-23;11;0.7;3;0.2;6;19;20;28;72;2.2;;58
2018-06-25;12;1.3;3;0.1;15;37;29;60;56;3.3;;58
2018-06-28;15;1.2;3;0.1;16;37;33;61;58;2.9;0.9;58
2018-07-01;13;;3;0.1;6;17;24;26;60;;;57
2018-07-12;13;0.4;3;0.2;14;35;27;56;42;1.0;;
2018-07-16;10;0.5;3;0.1;11;35;;52;51;0.7;0.7;59
2018-07-18;12;0.9;3;0.2;17;42;31;68;42;1.4;1.1;58
2018-07-21;12;0.3;3;0.1;7;19;23;30;74;0.9;0.5;58
2018-07-30;16;1.8;;0.2;15;38;;62;53;2.9;0.9;59
2018-07-31;16;3.2;;0.2;18;34;;62;52;3.3;1.2;58
2018-08-02;15;3.8;4;0.1;23;56;36;91;43;4.3;2.0;58
2018-08-04;14;1.5;4;0.1;9;37;;51;78;1.2;0.7;57
2018-08-06;16;2.6;4;0.1;14;43;;64;86;3.5;1.1;58
2018-08-07;13;2.1;5;0.1;10;35;;50;82;4.0;0.8;58
2018-08-08;12;3.1;4;0.2;13;37;20;57;55;6.1;0.9;59
2018-08-12;10;0.8;4;0.1;6;16;27;25;;2.7;;58
2018-08-13;12;1.1;4;0.1;10;26;28;41;;3.4;;59
2018-08-18;4;0.7;3;0.1;8;22;14;35;;1.8;;57
2018-08-19;5;0.6;3;0.1;6;23;15;32;;2.0;;56
2018-08-20;6;0.8;4;;17;43;23;69;;2.8;1.7;58
2018-08-22;8;0.9;3;;10;40;25;56;;2.8;2.9;57
2018-08-23;9;1.0;3;;13;42;26;62;;3.2;3.2;57
2018-08-24;7;0.7;3;;11;32;22;49;;2.6;2.4;57
2018-08-28;9;0.7;3;0.2;11;28;;45;;2.4;1.8;59
2018-09-02;8;0.6;3;0.1;7;18;28;29;66;1.7;1.4;57
2018-09-08;9;0.6;4;0.1;9;33;;47;64;2.5;1.9;59
2018-09-14;13;1.0;5;;26;49;27;89;;3.4;4.1;61
2018-09-26;16;0.6;4;;5;16;25;23;73;1.8;1.2;60
2018-09-30;12;0.8;4;;7;32;16;42;56;2.2;1.0;58
2018-10-03;15;1.4;7;;35;64;36;118;26;4.0;3.7;57
2018-10-04;11;4.5;5;;20;52;24;82;40;7.9;3.3;58
2018-10-08;5;3.1;5;0.1;15;28;11;52;;4.7;1.5;58
2018-10-12;21;2.8;4;0.3;13;33;20;53;24;4.4;0.7;59
2018-10-16;8;2.4;5;0.2;20;30;20;61;34;5.0;0.8;58
2018-10-18;19;2.9;5;0.2;23;42;17;78;12;4.5;0.9;60
2018-10-20;20;1.0;4;0.3;4;17;;23;52;1.7;0.4;64
2018-10-25;25;6.4;6;0.1;57;68;;155;;13.9;1.7;61
2018-10-28;3;0.8;4;0.1;7;15;;26;36;1.4;0.3;56
2018-11-02;17;5.4;8;0.2;71;55;;164;8;7.8;2.1;61
2018-11-08;12;3.1;5;0.2;28;39;20;82;19;4.8;1.0;60
2018-11-11;8;1.4;4;0.2;11;25;16;41;32;2.4;0.5;60
2018-11-13;31;3.3;5;0.2;23;38;35;74;21;5.3;1.2;62
2018-11-14;30;2.5;4;0.2;12;31;29;49;31;4.7;0.8;63
2018-11-18;13;1.0;4;0.1;8;28;16;39;37;1.8;0.5;64
2018-11-19;13;1.9;4;0.1;11;33;16;50;33;2.7;0.7;65
2018-11-30;12;4.6;4;0.1;20;42;21;73;29;5.3;1.0;59
2018-12-01;14;2.6;5;0.2;26;41;21;81;24;4.1;1.2;59
2018-12-03;23;17.8;7;0.2;69;56;41;161;15;13.4;2.1;59
2018-12-04;27;6.7;6;0.2;78;60;39;180;6;10.3;2.7;61
2018-12-05;40;8.8;5;0.3;;;40;;4;12.2;2.7;63
2018-12-08;22;3.4;4;0.2;27;42;27;83;11;4.7;1.3;62
2018-12-09;12;2.1;4;0.1;13;31;19;51;17;3.1;0.8;59
2018-12-10;22;4.8;9;0.2;50;46;36;123;15;12.5;2.0;59
2018-12-19;10;2.3;4;0.1;17;37;19;63;31;10.6;0.8;59
2018-12-20;11;3.3;5;0.2;33;46;19;96;18;5.0;1.1;59
2018-12-22;12;1.9;4;0.1;20;29;16;59;17;3.7;0.8;61
2018-12-25;20;2.1;4;0.1;20;36;19;67;12;3.5;1.1;60
2018-12-31;19;2.7;6;0.2;36;55;;111;10;8.1;1.6;58
2019-01-01;15;2.3;5;0.4;30;44;25;91;17;3.8;1.5;59
2019-01-06;19;2.3;5;0.2;37;47;40;103;17;3.9;1.7;
2019-01-12;16;;5;0.5;37;59;35;115;22;;;58
2019-01-14;12;;7;0.2;59;59;34;150;15;;;59
2019-01-15;19;;8;0.2;77;61;37;179;14;;;60
2019-01-18;16;;4;;43;56;35;121;18;;;61
2019-01-22;9;;4;0.1;9;24;25;37;46;;;57
2019-01-23;5;;4;0.1;7;19;34;29;55;;;60
2019-01-25;2;;4;0.1;11;25;11;42;52;;;60
2019-01-26;9;;6;0.1;26;40;22;79;32;;;59
2019-01-31;5;;4;0.1;7;13;35;23;59;;;62
2019-02-05;16;0.9;6;0.1;40;56;36;117;21;5.2;;58
2019-02-07;19;3.6;5;0.1;40;51;35;112;19;9.3;4.4;61
2019-02-14;13;0.8;4;0.1;25;53;27;91;34;7.0;3.5;60
2019-02-18;18;0.4;6;;26;46;29;86;50;4.9;1.9;
2019-02-21;35;2.1;5;;37;64;52;121;27;9.3;2.9;
2019-02-22;37;3.4;6;0.5;52;68;74;147;23;11.4;3.0;62
2019-02-23;30;1.4;4;0.3;17;45;56;72;38;6.2;1.9;59
2019-02-25;26;2.2;6;0.2;28;53;42;96;34;6.7;2.5;61
2019-02-27;24;2.5;6;0.4;55;76;59;160;25;12.3;3.4;59
2019-02-28;22;2.3;6;0.4;39;64;45;124;32;10.2;2.7;57
2019-03-02;28;0.8;5;0.2;17;49;39;75;41;5.6;1.8;60
2019-03-08;11;0.4;7;0.5;26;52;23;91;40;5.4;1.8;59
2019-03-16;37;1.5;8;0.2;19;44;58;73;48;5.3;1.8;63
2019-03-23;22;0.3;6;0.3;10;46;34;61;61;3.6;1.3;58
2019-03-24;20;0.4;4;0.3;12;35;33;53;58;4.0;1.2;58
2019-03-27;13;0.3;5;0.3;16;45;30;69;58;4.1;2.1;58
2019-03-30;14;0.2;4;0.2;6;24;22;34;82;2.1;0.9;59
2019-03-31;12;0.2;4;0.1;2;12;14;16;85;0.7;0.4;64
2019-04-07;1;0.2;4;0.4;3;9;2;13;86;0.8;0.5;58
2019-04-08;2;0.2;5;0.2;9;18;6;32;64;1.4;0.7;58
2019-04-09;3;0.2;4;0.3;6;16;9;25;75;1.2;0.9;59
2019-04-12;10;0.4;5;0.3;15;41;19;64;66;3.4;1.3;59
2019-04-15;16;0.2;4;0.1;5;15;24;22;96;2.0;0.8;60
2019-04-16;18;0.2;5;0.1;9;27;28;40;78;3.4;2.8;59
2019-04-19;13;0.2;4;0.1;2;9;15;12;91;1.0;0.5;67
2019-04-24;3;0.2;5;0.2;10;20;8;34;73;1.7;0.9;60
2019-04-27;9;0.3;4;0.2;8;25;15;37;61;1.9;1.0;59
2019-04-29;12;0.3;4;0.1;6;19;17;28;64;1.6;0.9;59
2019-04-30;13;0.7;5;0.1;17;27;21;53;51;3.8;3.1;60
2019-05-01;13;0.2;4;0.1;5;16;18;23;63;1.6;2.2;59
2019-05-03;13;0.9;5;0.2;14;31;20;52;45;4.6;2.0;62
2019-05-05;7;0.2;4;0.3;6;19;12;28;70;1.7;0.9;59
2019-05-13;11;0.3;4;0.2;9;21;20;34;69;3.4;1.3;59
2019-05-14;11;0.4;5;0.2;10;27;24;42;69;4.2;2.2;59
2019-05-22;11;0.8;5;0.1;17;27;16;53;53;4.9;2.3;60
2019-05-24;13;0.3;4;0.1;6;28;16;36;63;2.7;1.1;63
2019-05-26;6;0.5;5;0.2;7;22;10;33;44;2.9;1.1;59
2019-05-29;4;0.3;5;0.4;13;27;11;46;51;3.0;1.2;57
2019-06-04;13;0.7;4;0.1;11;24;19;41;64;3.6;1.6;59
2019-06-05;13;0.4;4;0.2;8;20;38;31;64;3.0;1.1;60
2019-06-10;8;0.6;6;0.2;10;26;17;40;65;3.2;1.4;57
2019-06-11;7;0.2;5;0.2;6;18;18;27;62;2.5;1.3;57
2019-06-16;13;1.0;4;0.1;4;17;19;23;65;2.0;0.3;57
2019-06-19;12;2.8;5;0.1;13;28;20;48;60;4.8;0.6;59
2019-06-20;17;1.7;4;0.1;9;17;24;30;64;3.9;0.5;59
2019-06-23;11;1.1;4;0.1;5;15;16;22;60;2.1;0.3;58
2019-06-28;;4.5;4;0.1;17;53;;78;43;6.2;1.1;58
2019-06-29;;2.7;5;0.2;7;36;;47;57;4.4;0.8;57
2019-07-03;;3.5;6;0.1;14;40;;62;51;5.3;1.3;57
2019-07-05;;2.8;4;0.1;15;35;;57;45;4.6;0.6;59
2019-07-07;;1.9;4;0.1;5;21;;28;44;3.3;0.4;57
2019-07-12;;3.8;4;0.1;15;32;;54;58;5.6;0.6;58
2019-07-14;;1.1;4;0.1;4;13;;20;61;2.1;0.3;56
2019-07-19;;2.0;4;0.1;9;22;;35;57;3.8;0.7;57
2019-07-21;13;0.8;4;0.1;4;7;21;13;60;1.7;0.3;56
2019-07-25;15;4.7;4;0.1;12;31;28;49;54;5.4;1.1;57
2019-07-26;17;3.9;4;0.1;12;28;32;46;46;5.1;0.9;57
2019-08-03;12;;4;0.1;6;18;20;27;64;;;56
2019-08-06;23;;5;0.1;7;16;39;27;52;;;57
2019-08-13;8;2.4;4;0.1;6;16;21;25;46;4.2;0.8;56
2019-08-17;12;1.0;4;0.1;4;8;17;14;42;1.7;0.4;56
2019-08-18;13;0.7;4;0.1;4;5;18;11;40;1.5;0.3;56
2019-08-19;14;2.8;4;0.1;4;7;21;13;42;3.7;0.4;57
2019-08-21;8;1.3;4;0.1;8;18;16;30;57;2.4;0.5;57
2019-08-26;18;6.4;5;0.1;7;16;25;26;75;11.4;0.9;56
2019-08-29;14;3.0;5;0.1;15;31;23;54;53;4.7;1.3;58
2019-08-30;15;3.0;5;0.1;12;32;25;50;52;4.6;1.2;57
2019-09-04;10;2.8;4;0.1;14;23;17;44;54;6.2;0.9;58
2019-09-05;8;2.3;4;0.1;11;23;18;40;58;3.9;0.7;58
2019-09-06;7;2.1;4;0.2;10;19;15;35;54;4.5;0.6;57
2019-09-08;10;1.5;4;0.1;5;13;17;22;62;2.6;0.4;58
2019-09-09;11;2.7;5;0.1;12;25;23;43;58;4.2;0.9;58
2019-09-11;6;1.3;4;0.1;6;14;10;22;67;2.8;0.4;62
2019-09-14;13;1.2;4;0.1;4;11;20;17;87;2.1;0.5;61
2019-09-17;26;4.5;7;0.1;21;38;41;70;35;6.3;1.6;60
2019-09-23;7;3.3;6;0.2;15;27;18;49;44;5.6;1.0;57
2019-09-26;14;2.7;4;0.1;11;21;23;38;54;4.5;1.3;60
2019-10-01;28;11.1;7;0.1;18;29;45;55;47;16.3;5.5;59
2019-10-02;8;7.5;5;0.3;15;28;24;51;42;11.2;3.7;57
2019-10-05;10;6.6;4;0.1;9;25;22;38;52;10.6;3.7;59
2019-10-06;12;4.8;4;0.1;6;17;19;25;61;7.5;1.9;58
2019-10-07;18;9.4;5;0.2;21;33;36;64;28;13.9;4.4;58
2019-10-09;13;7.6;4;0.1;10;20;22;35;55;12.4;3.1;58
2019-10-10;6;4.6;4;0.1;5;11;13;19;61;13.5;1.5;58
2019-10-15;2;3.8;5;0.5;10;16;7;31;52;7.6;1.4;57
2019-10-17;6;6.2;5;0.3;10;26;16;41;54;13.9;2.6;57
2019-10-19;8;4.5;4;0.1;6;20;16;30;54;7.1;2.1;58
2019-10-21;6;7.0;7;0.3;16;25;10;49;38;18.4;2.7;57
2019-10-23;2;3.4;4;0.3;9;12;4;26;50;9.1;1.4;60
2019-10-25;12;12.5;8;0.3;33;48;19;99;27;16.3;4.9;59
2019-11-03;2;0.8;4;0.4;3;5;15;9;66;1.9;0.5;62
2019-11-07;3;3.4;5;0.3;10;17;11;32;41;6.8;1.5;58
2019-11-08;2;2.7;5;0.4;9;17;10;30;46;4.7;1.0;59
2019-11-09;2;1.1;5;0.4;6;9;7;18;52;2.5;0.7;59
2019-11-13;5;12.1;7;0.1;27;35;10;76;25;24.9;3.0;59
2019-11-14;2;3.9;4;0.2;8;16;8;29;47;8.2;1.3;60
2019-11-19;5;7.9;7;0.4;29;39;11;83;23;11.6;4.1;57
2019-11-23;1;1.3;4;0.2;5;10;3;18;60;2.4;0.7;61
2019-11-25;3;3.4;4;0.1;10;20;9;36;37;6.3;1.3;59
2019-11-27;3;3.0;4;0.2;10;19;15;33;44;5.1;1.1;60
2019-12-03;6;3.1;5;0.3;8;22;8;35;35;6.6;1.4;63
2019-12-04;2;3.7;4;0.2;12;26;3;45;37;6.4;1.6;68
2019-12-05;4;5.2;4;0.2;13;27;5;47;31;6.6;1.8;65
2019-12-08;9;3.7;4;0.2;15;19;11;42;20;6.8;2.3;61
2019-12-16;13;8.5;5;0.2;33;38;19;89;18;14.9;3.3;60
2019-12-18;5;5.5;4;0.3;17;31;11;56;24;10.1;2.2;59
2019-12-23;4;3.9;5;0.3;13;27;8;47;40;7.1;1.5;58
2019-12-26;12;15.6;9;0.3;78;54;25;174;10;27.3;6.8;60
2019-12-27;17;10.0;4;0.2;45;43;25;112;12;16.4;4.7;61
2019-12-28;24;7.9;4;0.2;36;41;29;96;14;13.6;3.5;62
2019-12-29;25;3.8;4;0.3;13;31;29;51;25;7.4;2.2;60
2020-01-01;26;4.4;4;0.3;20;31;29;61;17;8.4;2.9;60
2020-01-06;15;5.5;6;0.3;28;36;19;78;21;9.2;3.5;59
2020-01-15;23;15.6;10;0.4;73;61;36;173;15;23.9;6.1;60
2020-01-17;11;7.3;4;0.3;22;40;28;74;27;11.6;2.6;60
2020-01-18;9;6.4;4;0.2;20;35;18;66;25;9.8;2.8;59
2020-01-21;25;4.0;6;0.2;20;33;38;63;35;7.7;2.4;62
2020-01-22;18;2.9;4;0.1;7;25;28;36;40;5.7;1.4;57
2020-01-23;27;8.0;8;0.2;34;41;53;93;19;13.4;3.7;63
2020-01-26;16;4.8;4;0.2;18;35;24;62;19;8.9;2.6;61
2020-01-30;4;3.9;4;0.2;10;20;8;36;35;15.5;1.2;59
2020-02-07;17;16.0;8;0.3;47;54;26;126;16;21.3;5.4;61
2020-02-08;23;8.0;4;0.2;22;36;30;70;23;13.4;3.1;62
2020-02-12;17;11.3;6;0.2;28;32;24;74;29;21.4;4.3;60
2020-02-13;29;13.2;9;0.2;35;48;36;102;16;24.2;5.3;61
2020-02-20;14;8.6;7;0.4;30;40;18;86;18;12.2;5.7;
2020-02-21;22;;6;0.3;41;50;29;113;14;;;64
2020-02-22;21;;4;0.3;22;40;25;73;25;;;62
2020-02-24;16;;8;0.3;37;55;25;112;18;;;59
2020-02-26;8;;4;0.3;28;46;18;88;21;;;58
2020-03-01;4;;4;0.2;4;5;21;11;56;;;60
2020-03-04;2;;5;0.1;14;16;8;37;35;;;59
2020-03-05;4;;5;0.2;8;14;14;25;42;;;60
2020-03-07;7;;7;0.3;13;25;14;44;46;;;60
2020-03-10;9;;7;0.2;24;45;18;82;31;;;58
2020-03-12;24;;5;0.1;27;41;30;82;34;;;60
2020-03-17;10;2.4;5;0.1;10;17;12;32;45;4.5;3.2;65
2020-03-24;8;0.7;4;0.2;2;2;11;4;71;0.4;0.7;60
2020-03-26;10;0.8;5;;8;12;12;24;48;2.6;0.6;55
2020-03-30;9;0.6;4;0.2;3;8;12;13;56;2.1;0.5;53
2020-03-31;3;0.7;5;0.2;3;8;3;12;49;2.1;0.5;59
2020-04-03;7;0.8;5;0.2;7;13;8;23;;2.5;0.6;54
2020-04-04;7;0.7;6;0.2;3;8;9;13;;2.2;0.5;51
2020-04-06;11;1.4;4;0.2;6;14;13;23;60;2.6;0.6;54
2020-04-12;13;1.3;4;0.2;2;3;14;6;95;2.9;0.4;48
2020-04-14;5;1.3;4;0.1;3;7;6;12;87;3.4;0.4;56
2020-04-17;12;1.3;6;0.1;5;16;14;23;60;4.1;0.5;55
2020-04-19;4;1.1;4;0.1;2;4;5;6;65;3.6;0.5;53
2020-04-22;2;1.3;6;0.1;6;10;4;18;63;0.4;0.6;55
2020-04-23;8;1.2;6;0.1;5;13;10;20;74;0.3;0.6;55
2020-04-24;12;1.7;5;0.1;9;19;14;34;65;1.0;0.7;55
2020-04-25;10;1.3;5;0.1;3;7;11;11;74;1.0;0.5;52
2020-04-27;7;1.6;5;0.1;9;9;10;22;54;2.0;0.6;55
2020-04-30;1;0.9;4;0.1;3;3;5;8;67;1.6;0.4;55
2020-05-01;1;0.9;4;0.1;2;1;4;3;57;1.6;0.4;53
2020-05-03;2;1.5;4;0.1;3;10;4;15;54;2.0;0.5;49
2020-05-04;7;1.6;6;0.1;6;13;8;23;55;2.1;0.5;55
