Fecha;PM2.5(µg/m³);Xileno(µg/m³);SO2(µg/m³);CO(mg/m³);NO(µg/m³);NO2(µg/m³);PM10(µg/m³);NOx(µg/m³);Ozono(µg/m³);Tolueno(µg/m³);Benceno(µg/m³);Ruido(dBA)
2023-04-29;5;0.6;3;0.3;4;14;9;20;59;0.8;0.4;
2023-05-04;2;0.6;3;0.3;8;17;6;29;70;0.9;0.4;
2023-05-11;1;0.4;3;0.2;7;16;4;26;69;0.7;0.3;
2023-05-13;1;0.4;3;0.2;3;8;3;13;66;0.6;0.3;
2023-05-16;1;0.5;3;0.3;5;15;6;23;78;0.7;0.3;
2023-05-17;1;0.5;3;0.3;6;15;6;24;75;1.0;0.3;
2023-05-21;3;0.4;3;0.3;4;11;7;16;90;0.6;0.3;
2023-05-28;5;0.4;3;0.3;3;9;9;14;70;0.6;0.3;
2023-05-31;4;0.6;4;0.3;7;19;9;29;64;2.5;0.4;
2023-06-04;4;0.4;3;0.2;3;9;8;13;74;0.6;0.3;
2023-06-06;2;0.6;3;0.2;6;15;5;25;63;0.8;0.4;
2023-06-07;2;0.4;3;0.2;6;13;6;22;53;0.7;0.3;
2023-06-12;3;0.6;3;0.2;8;15;8;27;53;0.7;0.4;
2023-06-14;2;0.6;3;0.2;8;19;5;31;56;0.8;0.3;
2023-06-16;5;0.7;3;0.2;6;18;9;27;81;1.2;0.4;
2023-06-23;1;0.7;3;0.2;6;18;4;28;68;1.6;0.4;
2023-06-27;2;1.0;3;0.2;5;12;6;19;77;1.7;0.4;
2023-06-30;2;0.4;3;0.2;6;13;5;23;64;0.7;0.3;
2023-07-03;2;0.6;3;0.2;4;10;5;17;60;0.7;0.3;
2023-07-04;2;0.6;3;0.2;9;13;5;27;47;0.8;0.4;
2023-07-06;3;0.6;3;0.2;5;9;5;16;;1.0;0.4;
2023-07-08;7;0.3;4;0.2;4;11;10;16;66;0.6;0.3;
2023-07-11;12;0.5;3;0.2;5;13;15;19;;0.6;0.3;
2023-07-14;6;0.3;3;0.2;5;12;11;20;56;0.7;0.3;
2023-07-15;9;0.2;3;0.1;2;7;13;9;68;0.6;0.3;
2023-07-16;7;0.2;3;0.2;1;4;11;6;67;0.6;0.3;
2023-07-22;5;0.3;;0.1;2;6;8;9;63;0.6;0.3;
2023-07-23;6;0.3;;0.2;3;8;9;13;53;0.6;0.3;
2023-07-26;3;0.4;;0.1;6;13;7;23;51;0.7;0.3;
2023-07-28;3;0.8;;0.2;4;11;7;17;56;1.3;0.4;
2023-07-31;4;0.5;4;0.2;4;10;8;16;57;1.1;0.4;
2023-08-04;1;0.3;6;0.1;4;9;7;15;49;0.6;0.3;
2023-08-06;2;0.3;6;0.1;2;6;4;8;53;0.6;0.3;
2023-08-08;2;0.3;5;0.1;4;9;5;14;54;0.6;0.3;
2023-08-10;4;0.9;6;0.1;3;9;12;14;66;0.7;0.3;
2023-08-12;5;0.3;6;0.1;2;7;8;9;70;0.6;0.3;
2023-08-14;2;0.2;7;0.1;3;6;5;10;63;0.6;0.3;
2023-08-18;8;0.6;6;0.1;5;11;10;17;50;0.7;0.3;
2023-08-24;7;0.6;5;0.1;5;20;13;27;49;0.8;0.3;
2023-08-30;2;0.5;4;0.1;4;11;6;17;47;0.6;0.3;
2023-08-31;2;0.4;4;0.1;4;11;5;17;50;0.7;0.3;
2023-09-05;6;0.4;4;0.1;2;7;10;10;61;0.7;0.3;
2023-09-07;6;0.4;5;0.1;5;15;10;23;55;0.8;0.4;
2023-09-08;6;0.8;5;0.1;6;20;12;30;45;1.2;0.4;
2023-09-10;6;0.3;5;0.1;2;7;10;9;55;0.6;0.3;
2023-09-13;6;0.7;6;0.1;5;12;11;19;45;2.1;0.4;
2023-09-17;8;0.3;3;0.2;2;7;14;10;45;0.6;0.3;
2023-09-18;3;0.3;5;0.1;4;13;10;18;42;0.6;0.3;
2023-09-19;4;0.9;5;0.1;9;14;10;28;37;1.4;0.4;
2023-09-24;2;0.5;4;0.2;3;11;6;15;47;1.1;0.4;
2023-09-28;6;1.1;6;0.2;16;24;14;48;39;1.4;0.4;
2023-09-29;7;0.9;6;0.1;12;26;13;44;35;1.1;0.4;
2023-10-04;11;0.6;5;0.2;7;19;22;29;45;0.8;0.4;
2023-10-09;10;0.4;5;0.2;3;11;15;16;43;0.6;0.3;
2023-10-11;12;0.7;5;0.2;7;20;19;31;39;1.4;0.4;
2023-10-17;12;1.0;6;0.3;8;19;17;32;44;1.6;0.5;
2023-10-19;5;0.6;5;0.1;7;16;29;26;47;0.7;0.4;
2023-10-29;2;0.5;6;0.2;3;13;8;18;51;0.7;0.4;
2014-01-01;5;;3;0.1;7;22;11;33;47;;;58
2014-01-05;5;;1;0.3;6;18;10;28;55;;;60
2014-01-07;10;;5;0.7;98;89;20;238;12;;;60
2014-01-14;6;;3;0.4;22;46;11;79;28;;;59
2014-01-16;7;;4;0.2;58;56;14;144;20;;;60
2014-01-17;7;;5;0.4;50;63;14;140;22;;;61
2014-01-19;6;;3;0.3;14;36;11;57;34;;;59
2014-01-20;5;;2;0.4;15;34;10;56;42;;;59
2014-01-24;6;;2;0.3;28;56;12;99;28;;;59
2014-01-25;5;;2;0.2;19;39;10;67;29;;;59
2014-01-29;5;;0;0.2;17;38;10;63;46;;;59
2014-01-31;6;;0;0.2;43;66;22;131;28;;;60
2014-02-04;5;;0;0.2;27;53;21;94;50;;;59
2014-02-09;4;;0;0.1;8;30;6;43;64;;;60
2014-02-10;2;;;0.1;12;29;4;47;68;;;61
2014-02-13;2;;;0.0;22;32;9;66;48;;;60
2014-02-22;4;;;0.1;20;56;7;85;50;;;58
2014-03-02;3;;3;0.0;14;35;6;57;48;;;60
2014-03-04;2;;3;0.1;11;27;5;44;71;;;59
2014-03-05;4;;6;0.2;30;53;9;98;48;;;59
2014-03-06;7;;9;0.2;40;61;13;123;45;;;61
2014-03-08;14;;6;0.3;21;69;21;101;61;;;61
2014-03-16;26;;24;0.5;42;83;44;147;46;;;62
2014-03-17;18;;21;0.3;39;72;31;131;52;;;63
2014-03-18;24;;14;0.4;47;64;34;137;58;;;64
2014-03-24;3;;2;0.1;21;44;9;75;60;;;58
2014-03-25;3;;1;0.1;8;25;11;37;81;;;59
2014-03-27;3;;6;0.1;18;46;9;73;57;;;57
2014-04-03;4;5.3;4;0.3;13;35;5;55;41;6.9;2.3;61
2014-04-04;2;2.2;4;0.2;12;34;5;52;;5.6;1.6;58
2014-04-08;17;;2;0.1;15;40;18;63;53;;;62
2014-04-13;7;;6;0.2;9;44;11;57;71;;;58
2014-04-16;11;;4;0.2;11;41;14;57;87;;;61
2014-04-22;3;;7;0.2;20;44;7;75;51;;;58
2014-04-23;7;;5;0.1;31;59;13;107;47;;;60
2014-04-28;6;0.2;3;;12;43;11;62;57;0.2;0.3;56
2014-04-30;5;;4;0.1;35;75;11;128;34;;;58
2014-05-01;4;;3;0.1;7;35;8;45;64;;;56
2014-05-03;3;;4;0.2;12;49;7;67;63;;;57
2014-05-05;6;;3;0.0;17;45;11;71;66;;;58
2014-05-06;7;;3;0.1;17;44;11;71;67;;;59
2014-05-08;7;;1;0.0;15;45;10;68;75;;;60
2014-05-09;12;;3;0.1;36;77;16;132;38;;;61
2014-05-10;8;;1;0.1;18;55;15;82;59;;;59
2014-05-13;5;;0;0.1;12;37;9;56;67;;;60
2014-05-15;6;;1;0.1;20;51;10;81;55;;;60
2014-05-17;5;;1;0.1;8;42;8;54;89;;;58
2014-05-20;9;;1;0.0;10;35;15;50;87;;;60
2014-05-21;8;;3;0.1;9;36;25;50;83;;;59
2014-05-22;3;;3;0.3;11;31;18;48;70;;;58
2014-05-24;6;0.4;7;0.2;6;34;13;43;73;2.4;0.5;58
2014-05-25;5;0.6;6;0.2;5;28;9;36;83;1.7;0.3;58
2014-05-29;5;1.1;;0.2;25;52;8;89;45;3.3;0.5;60
2014-06-01;4;0.2;;0.2;8;36;5;47;67;2.0;0.2;58
2014-06-04;10;2.0;;0.3;20;55;18;86;78;4.8;0.9;60
2014-06-07;12;0.6;;0.2;9;38;16;52;72;2.5;0.4;60
2014-06-15;6;0.1;6;0.3;5;30;11;37;93;1.3;0.5;57
2014-06-16;5;0.4;3;0.3;18;48;11;75;68;2.8;0.7;58
2014-06-17;6;0.3;4;0.3;18;54;10;81;63;3.9;0.7;58
2014-06-19;4;0.1;6;0.3;16;51;7;75;71;2.7;0.8;59
2014-06-20;6;;4;0.3;22;61;10;95;60;;;60
2014-06-21;5;;4;0.3;10;49;10;65;65;;;58
2014-06-30;7;1.4;3;0.1;17;39;11;65;44;3.1;0.4;59
2014-07-01;9;1.9;3;0.1;17;42;13;69;57;4.4;0.4;60
2014-07-03;8;0.4;6;0.1;6;28;11;37;54;1.9;0.1;62
2014-07-08;5;2.6;4;0.1;21;45;9;77;42;3.3;1.6;60
2014-07-11;5;;2;0.1;23;55;12;90;42;;;59
2014-07-14;7;1.1;3;0.1;20;42;11;72;36;0.6;0.7;60
2014-07-16;5;;5;0.1;15;37;9;60;48;;;60
2014-07-20;3;;4;0.1;4;23;11;29;65;;;55
2014-07-27;6;;;;3;28;8;33;77;;;58
2014-07-31;6;0.8;3;0.1;21;50;13;83;45;2.9;0.5;60
2014-08-01;9;0.2;4;0.1;14;51;15;73;44;2.5;0.6;60
2014-08-03;9;0.0;3;0.1;4;28;13;35;55;0.7;0.2;58
2014-08-07;8;0.1;4;0.1;10;27;12;42;40;1.2;0.3;60
2014-08-13;7;0.0;3;0.2;14;39;18;61;42;1.1;0.4;58
2014-08-15;6;0.0;3;0.2;4;20;11;26;52;0.6;0.2;58
2014-08-17;6;0.0;4;0.2;4;24;9;30;59;0.3;0.3;57
2014-08-18;6;0.0;4;0.3;14;44;10;65;44;1.9;0.3;60
2014-08-20;10;0.0;3;0.3;8;31;16;44;51;0.6;0.3;59
2014-09-02;7;;4;0.4;20;49;12;79;32;;;60
2014-09-03;9;;4;0.4;13;38;14;59;40;;;60
2014-09-07;13;;4;0.1;6;25;17;33;;;;59
2014-09-08;8;;3;0.1;30;49;13;95;;;;61
2014-09-12;5;0.5;4;;28;60;15;103;37;2.3;0.6;58
2014-09-13;8;0.0;4;;7;33;12;43;54;0.8;0.5;60
2014-09-16;7;;5;0.2;12;35;12;53;46;;;60
2014-09-23;7;;3;0.3;24;46;12;82;34;;;61
2014-09-25;14;;4;0.3;22;43;18;77;47;;;61
2014-10-01;8;;3;0.2;17;43;11;68;46;;;63
2014-10-04;12;;3;0.1;14;43;15;65;50;;;62
2014-10-06;13;;5;0.3;23;57;19;91;41;;;62
2014-10-11;4;;6;0.2;14;33;7;54;39;;;61
2014-10-13;4;;5;0.2;16;34;9;58;55;;;59
2014-10-15;4;;6;0.2;20;32;12;63;49;;;59
2014-10-20;21;;6;0.3;54;69;36;151;21;;;62
2014-10-24;11;2.2;6;0.3;64;78;34;176;18;7.5;1.6;60
2014-10-26;10;0.2;8;0.3;14;36;18;57;53;3.4;1.0;60
2014-10-31;19;0.2;6;0.3;39;62;25;121;21;5.3;1.2;63
2014-11-04;5;0.6;4;0.3;16;35;21;58;52;1.7;0.4;60
2014-11-05;5;0.5;6;0.3;18;37;18;64;44;2.1;0.5;58
2014-11-06;6;1.6;7;0.4;30;45;23;90;39;2.9;0.7;58
2014-11-11;10;;5;0.3;56;57;15;142;16;;;63
2014-11-20;17;;5;0.3;27;48;28;89;30;;;63
2014-11-21;19;;5;0.4;54;66;29;149;20;;;63
2014-11-23;18;;5;0.3;18;33;25;61;23;;;63
2014-11-26;8;;4;0.4;37;46;27;102;28;;;62
2014-11-29;6;;8;0.4;17;39;12;65;42;;;64
2014-11-30;13;;5;0.4;15;34;18;57;35;;;62
2014-12-02;6;;4;0.4;32;42;26;91;26;;;60
2014-12-08;5;;5;0.4;27;37;19;79;40;;;60
2014-12-10;11;;7;0.6;95;74;32;218;20;;;59
2014-12-11;9;;8;0.6;97;66;23;214;17;;;62
2014-12-15;5;;3;0.4;30;45;8;91;33;;;65
2014-12-19;15;;5;0.4;79;52;22;173;6;;;64
2014-12-20;20;;8;0.4;61;47;26;141;9;;;64
2014-12-21;11;;6;0.5;64;52;16;150;11;;;63
2014-12-22;17;;8;0.5;82;61;28;187;9;;;64
2014-12-31;;;5;0.5;58;57;;145;13;;;59
2015-01-02;;;6;0.5;84;72;;201;9;;;62
2015-01-03;;;5;0.4;73;66;;178;12;;;61
2015-01-04;;;4;0.4;40;51;;111;20;;;60
2015-01-09;20;;8;0.5;98;76;36;226;9;;;63
2015-01-15;17;;5;0.5;68;60;45;164;20;;;61
2015-01-18;8;;6;0.4;16;37;12;62;37;;;59
2015-01-20;10;;4;0.6;53;53;33;133;21;;;61
2015-01-23;5;;5;0.5;20;42;20;72;43;;;60
2015-01-26;12;;6;0.6;66;72;36;174;16;;;59
2015-01-28;16;;4;0.4;45;59;48;128;21;;;60
2015-01-31;4;;3;0.2;8;20;13;31;64;;;62
2015-02-02;9;;3;;15;24;24;45;50;;;59
2015-02-07;;;5;0.5;29;45;;88;17;;;
2015-02-09;;;6;0.6;32;47;;96;38;;;
2015-02-11;15;;5;0.4;9;43;22;56;50;;;63
2015-02-12;20;;3;0.5;42;59;25;122;29;;;65
2015-02-15;4;;3;0.2;12;27;9;45;50;;;61
2015-02-16;10;;3;0.2;29;47;23;92;32;;;63
2015-02-17;8;;3;0.3;7;32;13;41;49;;;63
2015-02-21;12;;3;0.5;10;28;24;43;59;;;65
2015-02-24;4;;5;0.5;11;26;11;42;70;;;60
2015-02-28;10;;5;0.2;22;54;18;88;46;;;60
2015-03-02;7;;4;0.2;13;30;15;49;39;;;60
2015-03-12;30;;4;0.2;38;63;44;120;54;;;63
2015-03-15;12;;4;0.3;18;40;22;68;63;;;61
2015-03-20;18;;3;0.3;2;14;21;16;100;;;71
2015-03-27;3;;3;0.2;13;28;7;48;49;;;62
2015-03-29;8;;3;0.2;11;35;11;52;38;;;61
2015-03-31;8;;5;0.3;33;60;18;110;30;;;59
2015-04-05;8;;3;0.1;5;17;10;23;66;;;61
2015-04-06;5;;3;0.2;5;18;6;25;87;;;62
2015-04-10;9;;3;0.2;13;34;12;54;75;;;62
2015-04-18;10;;3;0.2;6;30;12;40;69;;;61
2015-04-19;2;;3;0.1;4;15;5;19;90;;;59
2015-04-22;16;;6;0.2;13;30;20;48;54;;;61
2015-04-26;10;;3;0.2;4;14;24;19;58;;;60
2015-04-29;14;;5;0.3;11;24;21;39;46;;;61
2015-05-01;16;;3;0.3;6;24;24;32;45;;;59
2015-05-06;9;;3;0.3;10;28;14;42;49;;;59
2015-05-09;15;;5;0.3;7;39;20;49;41;;;60
2015-05-11;9;;4;0.1;24;50;14;85;38;;;60
2015-05-13;18;;4;0.1;27;60;29;102;31;;;61
2015-05-17;4;;4;0.1;8;37;8;49;;;;59
2015-05-23;8;;3;0.1;9;35;10;48;;;;61
2015-05-25;9;;3;0.1;22;50;14;83;;;;60
2015-05-26;8;;4;0.2;21;40;11;72;;;;60
2015-05-27;10;;5;0.2;15;42;12;63;;;;61
2015-05-29;10;;3;0.2;18;48;13;75;;;;60
2015-05-31;10;;4;0.1;6;29;11;38;;;;59
2015-06-02;12;;7;0.2;12;33;16;50;;;;60
2015-06-03;10;;3;0.2;22;52;13;85;;;;60
2015-06-04;10;;6;0.2;22;58;15;92;;;;59
2015-06-05;11;;4;0.3;22;54;16;88;;;;59
2015-06-06;10;;7;0.2;13;49;12;69;;;;59
2015-06-11;21;;3;0.3;9;35;24;49;;;;62
2015-06-12;15;;4;0.2;15;43;21;66;;;;61
2015-06-13;14;;4;0.2;5;25;17;32;;;;64
2015-06-14;7;;6;0.1;5;23;11;31;;;;62
2015-06-16;7;;4;0.2;17;47;12;74;;;;64
2015-06-19;12;;5;0.2;20;48;25;79;;;;61
2015-06-20;12;;6;0.2;8;30;16;42;;;;61
2015-06-23;9;;3;;17;54;18;79;;;;59
2015-06-24;8;;4;;13;38;16;57;;;;60
2015-06-26;10;;5;;19;55;17;83;49;;;61
2015-06-28;12;;3;;4;28;17;34;55;;;59
2015-07-01;12;;3;;13;35;18;54;46;;;60
2015-07-06;17;;5;;15;56;24;78;78;;;59
2015-07-07;17;;5;;22;57;30;91;70;;;58
2015-07-08;17;;4;;8;35;26;47;;;;60
2015-07-09;16;;6;;11;34;23;50;;;;61
2015-07-14;14;;4;;13;31;20;50;;;;61
2015-07-16;12;;4;;13;43;18;61;;;;62
2015-07-19;18;;3;;9;26;23;39;;;;62
2015-07-24;17;;4;0.1;13;44;23;63;;;;62
2015-07-27;18;;4;0.1;14;29;22;50;;;;62
2015-07-28;14;;5;0.1;12;26;17;43;;;;62
2015-07-29;13;;3;0.1;15;30;18;53;;;;62
2015-07-30;10;;3;0.2;11;29;14;46;;;;63
2015-08-03;8;;3;0.1;12;35;11;53;;;;61
2015-08-08;11;;3;0.1;5;27;14;34;;;;60
2015-08-09;8;;4;0.1;4;20;10;26;;;;59
2015-08-12;14;;3;0.1;9;25;18;38;;;;61
2015-08-13;6;;4;0.1;6;27;16;36;;;;59
2015-08-17;7;;3;0.2;9;28;10;41;;;;60
2015-08-18;5;;3;0.2;3;18;7;22;;;;61
2015-08-20;6;;4;0.2;8;28;8;40;;;;60
2015-08-24;10;;4;0.2;10;22;57;37;80;;;58
2015-08-29;5;;3;0.2;8;25;6;36;58;;;59
2015-08-30;7;;6;0.1;5;22;9;29;60;;;59
2015-09-02;5;;4;0.1;12;30;8;48;67;;;61
2015-09-05;4;;3;0.2;9;32;4;45;64;;;59
2015-09-07;10;;4;0.2;24;53;11;90;22;;;64
2015-09-10;10;;5;0.2;20;45;11;75;59;;;61
2015-09-15;6;;4;0.2;17;44;15;70;53;;;59
2015-09-16;;;3;0.2;12;28;;47;66;;;58
2015-09-17;;;6;0.1;9;23;;35;81;;;59
2015-09-21;25;;3;0.2;23;47;36;82;57;;;60
2015-09-28;21;;4;0.2;25;41;26;78;44;;;60
2015-09-29;25;;3;0.2;17;35;34;60;55;;;62
2015-09-30;21;;3;0.3;23;43;29;78;62;;;62
2015-10-03;39;;4;0.2;21;55;48;87;24;;;61
2015-10-04;40;;3;0.3;17;47;47;73;31;;;60
2015-10-05;46;;3;0.2;27;37;74;79;33;;;61
2015-10-06;33;;4;0.2;12;27;63;45;52;;;59
2015-10-07;22;;6;0.3;30;47;34;92;43;;;58
2015-10-11;29;;3;0.1;8;32;34;43;40;;;60
2015-10-16;40;;3;0.2;34;54;55;106;47;;;62
2015-10-17;27;;4;0.3;6;29;31;38;80;;;61
2015-10-19;26;;3;0.2;20;38;30;67;54;;;62
2015-10-29;29;;3;0.3;37;49;44;106;34;;;62
2015-10-31;25;;4;0.2;9;38;28;52;43;;;62
2015-11-10;46;;3;0.3;59;65;55;155;12;;;62
2015-11-11;59;;4;0.4;87;69;68;202;10;;;62
2015-11-14;21;2.8;3;0.3;25;46;28;84;21;4.5;1.8;61
2015-11-15;15;2.3;4;0.3;26;42;20;81;19;4.6;2.5;61
2015-11-21;13;0.8;4;0.2;5;17;63;25;63;1.1;0.5;61
2015-11-22;4;0.8;3;0.3;13;28;10;48;54;1.7;1.2;57
2015-11-26;22;0.9;5;0.2;12;28;100;45;76;2.5;0.8;61
2015-11-27;13;2.5;3;0.4;43;54;32;120;37;5.5;2.4;60
2015-11-30;26;4.3;4;0.4;110;69;80;237;11;12.0;5.4;62
2015-12-03;23;4.6;4;0.4;76;68;47;184;11;11.3;4.8;62
2015-12-05;25;3.1;3;0.2;26;48;32;88;23;7.0;2.9;63
2015-12-08;19;2.6;5;0.3;29;47;24;92;15;5.2;3.6;62
2015-12-09;20;2.8;4;0.2;42;48;31;112;15;9.4;3.4;63
2015-12-12;20;3.2;3;0.3;42;55;29;119;12;6.8;3.5;64
2015-12-14;23;2.9;4;0.3;62;54;60;148;15;9.9;3.8;62
2015-12-16;32;4.5;4;0.2;83;63;69;191;6;13.4;5.4;61
2015-12-19;;5.0;5;0.3;85;62;;193;5;10.2;5.7;63
2015-12-20;;2.9;3;0.3;39;49;;109;13;6.1;4.1;62
2015-12-22;30;3.8;5;0.4;57;61;45;149;14;11.8;4.1;63
2015-12-24;;3.7;6;0.3;38;57;;115;15;6.4;4.1;63
2016-01-03;8;0.5;4;0.2;4;17;36;23;61;0.9;0.8;61
2016-01-05;10;0.8;4;0.3;10;30;47;44;53;3.2;1.1;60
2016-01-06;7;;5;0.3;3;12;33;16;75;0.6;0.6;61
2016-01-07;15;0.6;6;0.2;6;16;83;25;62;0.9;0.6;64
2016-01-08;10;0.8;6;0.3;14;29;58;50;50;2.0;1.2;61
2016-01-09;10;0.9;3;0.2;5;17;45;24;;1.2;0.8;60
2016-01-11;15;0.5;5;0.2;8;20;78;32;;1.2;0.8;61
2016-01-12;21;0.6;3;0.2;14;28;97;48;;1.8;1.2;62
2016-01-13;13;2.6;6;0.3;47;54;35;126;36;7.0;3.7;60
2016-01-15;8;1.3;4;0.3;29;40;26;84;45;3.4;2.2;61
2016-01-20;14;;3;0.3;34;51;32;103;16;;;60
2016-01-21;21;;4;0.2;51;60;40;138;9;;;62
2016-02-02;15;3.8;3;0.3;63;60;24;156;12;12.1;4.0;63
2016-02-04;7;2.6;4;0.3;39;60;22;121;24;14.9;2.8;61
2016-02-05;10;2.6;4;0.2;43;61;20;128;21;14.9;3.3;63
2016-02-06;13;2.6;5;0.2;44;61;17;128;16;11.0;3.8;63
2016-02-09;13;;3;0.2;8;19;113;30;60;;;63
2016-02-10;9;;3;0.2;9;19;86;32;59;;;62
2016-02-13;4;0.4;4;0.2;4;10;33;16;47;1.5;0.3;63
2016-02-15;3;0.6;3;0.3;21;32;20;63;58;1.8;1.4;61
2016-02-20;10;2.0;3;0.3;25;52;25;91;31;5.9;3.9;64
2016-02-23;32;3.2;5;0.3;33;59;118;108;27;9.4;3.2;59
2016-02-28;3;0.8;3;0.3;9;27;6;39;57;2.0;1.4;59
2016-02-29;6;1.0;3;0.3;15;32;35;54;64;2.0;1.6;62
2016-03-03;8;1.9;4;0.3;39;54;44;115;41;6.1;2.7;59
2016-03-05;4;0.6;4;0.2;4;17;23;23;70;2.4;0.9;62
2016-03-07;7;;4;0.3;40;45;33;107;27;;;60
2016-03-12;11;1.9;5;0.3;19;51;27;80;47;2.8;2.3;62
2016-03-19;42;2.6;5;0.2;20;58;48;88;34;3.4;5.0;68
2016-03-20;20;2.1;5;0.2;15;35;24;58;47;2.6;3.0;64
2016-03-22;13;2.7;4;0.2;27;49;41;90;42;2.9;1.5;62
2016-03-26;8;2.6;3;0.2;7;32;16;43;53;2.2;1.3;58
2016-04-06;7;2.6;3;0.2;32;64;24;112;33;4.8;1.8;61
2016-04-07;10;2.7;3;0.1;31;58;26;104;41;5.8;1.7;62
2016-04-09;5;1.8;4;0.1;11;43;12;60;50;2.4;1.0;59
2016-04-11;6;1.9;3;0.2;16;40;26;65;58;3.4;1.0;61
2016-04-12;9;2.8;4;0.1;21;51;30;83;46;4.7;1.4;61
2016-04-14;10;2.9;3;0.1;26;49;34;89;53;4.2;1.7;61
2016-04-20;8;2.4;6;0.1;12;39;18;57;73;3.6;1.3;62
2016-04-22;14;3.7;4;0.1;21;58;29;89;41;4.5;1.7;62
2016-04-23;9;3.0;4;0.1;14;44;18;65;46;3.1;1.1;62
2016-04-24;2;1.4;4;0.1;9;32;6;45;62;1.5;0.6;58
2016-04-29;9;2.1;3;0.2;18;48;15;76;53;3.9;1.5;63
2016-05-01;2;1.1;3;0.2;8;27;7;40;72;1.3;0.8;58
2016-05-04;8;2.3;4;0.2;16;49;16;72;75;4.0;1.4;61
2016-05-07;12;2.3;4;0.1;7;26;17;36;92;1.6;0.9;62
2016-05-10;6;2.9;4;0.2;26;57;11;98;23;5.6;1.7;64
2016-05-14;3;2.4;3;0.2;12;39;9;57;53;2.2;1.0;59
2016-05-16;10;2.7;4;0.1;20;53;17;83;55;4.0;1.5;60
2016-05-18;16;3.9;4;0.2;14;41;22;62;58;5.1;1.3;61
2016-05-19;11;3.2;4;0.2;19;49;15;78;49;5.5;1.6;60
2016-05-21;11;3.0;4;0.2;12;33;16;51;56;2.4;0.8;60
2016-05-24;6;2.4;6;0.3;20;38;17;69;50;3.3;1.1;59
2016-05-27;15;3.7;3;0.2;17;40;25;66;60;3.2;1.2;62
2016-05-31;7;3.6;3;0.2;23;54;22;88;42;4.9;1.3;59
2016-06-03;12;3.9;3;0.1;19;46;22;74;58;4.3;1.2;61
2016-06-07;14;3.9;4;0.2;24;45;26;81;46;5.1;1.4;61
2016-06-11;11;3.0;4;0.2;9;26;17;39;69;1.8;0.6;61
2016-06-12;15;3.5;4;0.1;8;30;21;41;58;2.0;0.4;61
2016-06-15;14;2.8;4;0.1;15;31;109;55;49;3.5;0.5;62
2016-06-17;6;3.0;3;0.1;19;44;25;72;52;2.9;1.0;60
2016-06-22;6;3.9;4;;27;52;15;93;45;5.0;1.2;60
2016-06-25;9;3.2;3;0.1;10;28;13;43;61;2.2;0.6;61
2016-06-26;10;2.6;3;0.1;8;21;20;33;55;1.4;0.5;60
2016-06-28;11;4.0;3;0.1;31;56;24;103;37;5.3;1.5;61
2016-06-29;10;4.2;4;;24;51;17;87;41;6.4;1.4;61
2016-07-04;10;2.7;4;0.2;18;38;15;65;35;4.7;1.1;61
2016-07-08;9;;4;0.2;22;62;22;96;41;;;60
2016-07-09;9;3.3;3;0.2;9;35;14;48;62;2.4;0.5;60
2016-07-11;12;5.8;5;0.2;23;53;24;88;57;7.5;1.3;59
2016-07-13;6;3.7;4;0.1;19;39;15;69;43;4.5;0.8;60
2016-07-15;5;3.1;3;0.2;20;42;13;72;42;3.7;1.1;59
2016-07-16;6;3.8;3;0.1;10;35;12;50;51;2.5;0.5;60
2016-07-19;7;4.9;3;0.1;20;52;15;81;46;4.7;1.2;60
2016-07-22;13;3.8;3;0.2;16;40;22;64;43;6.8;0.8;61
2016-07-31;13;3.2;3;0.2;10;35;24;51;38;4.0;0.8;58
2016-08-08;7;3.8;3;0.2;16;47;14;72;53;4.2;0.9;60
2016-08-09;6;5.3;6;0.1;22;58;19;91;52;6.7;0.9;58
2016-08-12;8;3.8;3;0.2;16;48;18;72;77;4.4;0.7;60
2016-08-16;8;3.8;3;0.2;26;51;15;91;39;5.0;1.3;60
2016-08-17;10;5.0;3;0.2;26;49;19;88;52;6.7;1.6;60
2016-08-22;7;3.0;3;0.2;33;52;13;103;37;7.4;1.4;61
2016-08-23;8;3.6;3;0.2;29;46;13;89;44;4.4;1.4;61
2016-08-24;6;4.5;3;0.2;17;40;10;66;57;3.9;1.0;60
2016-08-26;5;4.5;3;0.2;14;45;8;67;58;3.4;0.9;59
2016-09-02;9;;4;0.2;;;13;;;;;61
2016-09-03;10;;3;0.1;;;13;;;;;59
2016-09-04;8;;5;0.1;;;12;;;;;57
2016-09-06;11;;3;0.2;;;17;;;;;59
2016-09-07;16;;4;0.2;;;21;;;;;61
2016-09-12;9;;4;0.1;;;13;;;;;60
2016-09-16;3;3.9;4;0.3;37;62;12;119;29;6.5;3.0;59
2016-09-17;2;3.5;3;0.1;18;49;5;76;34;4.5;1.0;58
2016-09-22;10;6.8;3;0.1;27;51;15;93;41;8.9;1.7;61
2016-09-24;4;5.4;3;0.2;15;44;5;68;41;4.3;1.1;59
2016-09-27;6;6.5;3;0.4;33;54;9;104;25;19.5;2.1;61
2016-09-28;5;4.9;4;0.3;10;33;8;49;46;5.3;1.0;61
2016-09-29;8;6.1;4;0.3;27;59;11;100;43;8.0;2.1;61
2016-09-30;10;6.3;3;0.3;30;57;16;103;19;7.8;2.0;62
2016-10-01;12;6.5;3;0.3;15;43;15;65;30;5.6;1.5;61
2016-10-02;13;5.9;3;0.3;12;37;15;55;41;6.0;1.6;60
